SECTION,PROC_CDE,DESCRIPTION,ADD_DATE,ACTION_DATE,TERM_DATE,ACTION_CODE
S,A4771,"Serum clotting time tube, for dialysis, per 50",19860101,20150101,,N
S,A4772,"Blood glucose test strips, for dialysis, per 50",19860101,20150101,,N
S,A4773,"Occult blood test strips, for dialysis, per 50",19860101,20150101,,N
S,A4774,"Ammonia test strips, for dialysis, per 50",19860101,20150101,,N
S,A4802,"Protamine sulfate, for hemodialysis, per 50 mg",20020101,20150101,,N
S,A4860,"Disposable catheter tips for peritoneal dialysis, per 10",19860101,20150101,,N
S,A4870,Plumbing and/or electrical work for home hemodialysis equipment,19860101,20150101,,N
S,A4890,"Contracts, repair and maintenance, for hemodialysis equipment",19860101,20150101,,N
S,A4911,"Drain bag/bottle, for dialysis, each",20020101,20150101,,N
S,A4913,"Miscellaneous dialysis supplies, not otherwise specified",19860101,20150101,,N
S,A4918,"Venous pressure clamp, for hemodialysis, each",19860101,20150101,,N
S,A4927,"Gloves, non-sterile, per 100",19860101,20150101,,N
S,A4928,"Surgical mask, per 20",20020101,20150101,,N
S,A4929,"Tourniquet for dialysis, each",20020101,20150101,,N
S,A4930,"Gloves, sterile, per pair",20030101,20150101,,N
S,A4931,"Oral thermometer, reusable, any type, each",20030101,20150101,,N
S,A4932,"Rectal thermometer, reusable, any type, each",20030101,20070101,,N
S,A5051,"Ostomy pouch, closed; with barrier attached (1 piece), each",19900101,20030101,,N
S,A5052,"Ostomy pouch, closed; without barrier attached (1 piece), each",19900101,20030101,,N
S,A5053,"Ostomy pouch, closed; for use on faceplate, each",19900101,20030101,,N
S,A5054,"Ostomy pouch, closed; for use on barrier with flange (2 piece), each",19900101,20030101,,N
S,A5055,Stoma cap,19900101,19900101,,N
S,A5056,"Ostomy pouch, drainable, with extended wear barrier attached, with filter, (1 piece), each",20120101,20120101,,N
S,A5057,"Ostomy pouch, drainable, with extended wear barrier attached, with built in convexity, with filter, (1 piece), each",20120101,20120101,,N
S,A5061,"Ostomy pouch, drainable; with barrier attached, (1 piece), each",19900101,20030101,,N
S,A5062,"Ostomy pouch, drainable; without barrier attached (1 piece), each",19900101,20030101,,N
S,A5063,"Ostomy pouch, drainable; for use on barrier with flange (2 piece system), each",19900101,20030101,,N
S,A5071,"Ostomy pouch, urinary; with barrier attached (1 piece), each",19900101,20030101,,N
S,A5072,"Ostomy pouch, urinary; without barrier attached (1 piece), each",19900101,20030101,,N
S,A5073,"Ostomy pouch, urinary; for use on barrier with flange (2 piece), each",19900101,20030101,,N
S,A5081,"Stoma plug or seal, any type",19900101,20140101,,N
S,A5082,Continent device; catheter for continent stoma,19900101,19900101,,N
S,A5083,"Continent device, stoma absorptive cover for continent stoma",20080101,20080101,,N
S,A5093,Ostomy accessory; convex insert,19900101,19900101,,N
S,A5102,"Bedside drainage bottle with or without tubing, rigid or expandable, each",19900101,19970101,,N
S,A5105,"Urinary suspensory with leg bag, with or without tube, each",19900101,20080101,,N
S,A5112,"Urinary drainage bag, leg or abdomen, latex, with or without tube, with straps, each",19900101,20110101,,N
S,A5113,"Leg strap; latex, replacement only, per set",19900101,19980101,,N
S,A5114,"Leg strap; foam or fabric, replacement only, per set",19900101,19980101,,N
S,A5120,"Skin barrier, wipes or swabs, each",20060101,20060101,,N
S,A5121,"Skin barrier; solid, 6 x 6 or equivalent, each",19900101,19900101,,N
S,A5122,"Skin barrier; solid, 8 x 8 or equivalent, each",19900101,19900101,,N
S,A5126,Adhesive or non-adhesive; disk or foam pad,19900101,20000101,,N
S,A5131,"Appliance cleaner, incontinence and ostomy appliances, per 16 oz.",19900101,19900101,,N
S,A5200,"Percutaneous catheter/tube anchoring device, adhesive skin attachment",19990101,20030101,,N
S,A5500,"For diabetics only, fitting (including follow-up), custom preparation and supply of off-the-shelf depth-inlay shoe manufactured to accommodate multi-density insert(s), per shoe",19950101,20050101,,N
S,A5501,"For diabetics only, fitting (including follow-up), custom preparation and supply of shoe molded from cast(s) of patient's foot (custom molded shoe), per shoe",19950101,20050101,,N
S,A5503,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with roller or rigid rocker bottom, per shoe",19950101,20050101,,N
S,A5504,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with wedge(s), per shoe",19950101,20050101,,N
S,A5505,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with metatarsal bar, per shoe",19950101,20050101,,N
S,A5506,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with off-set heel(s), per shoe",19950101,20050101,,N
S,A5507,"For diabetics only, not otherwise specified modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe, per shoe",19950101,20050101,,N
S,A5508,"For diabetics only, deluxe feature of off-the-shelf depth-inlay shoe or custom-molded shoe, per shoe",20000101,20050101,,N
S,A5510,"For diabetics only, direct formed, compression molded to patient's foot without external heat source, multiple-density insert(s) prefabricated, per shoe",20020101,20050101,,N
S,A5512,"For diabetics only, multiple density insert, direct formed, molded to foot after external heat source of 230 degrees fahrenheit or higher, total contact with patient's foot, including arch, base layer minimum of 1/4 inch material of shore a 35 durometer or 3/16 inch material of shore a 40 durometer (or higher), prefabricated, each",20060101,20100101,,N
S,A5513,"For diabetics only, multiple density insert, custom molded from model of patient's foot, total contact with patient's foot, including arch, base layer minimum of 3/16 inch material of shore a 35 durometer or higher), includes arch filler and other shaping material, custom fabricated, each",20060101,20100101,,N
S,A6000,Non-contact wound warming wound cover for use with the non-contact wound warming device and warming card,20020101,20020701,,N
S,A6010,"Collagen based wound filler, dry form, sterile, per gram of collagen",20020101,20090101,,N
S,A6011,"Collagen based wound filler, gel/paste, per gram of collagen",20030101,20110101,,N
S,A6021,"Collagen dressing, sterile, size 16 sq. in. or less, each",20010101,20130101,,N
S,A6022,"Collagen dressing, sterile, size more than 16 sq. in. but less than or equal to 48 sq. in., each",20010101,20130101,,N
S,A6023,"Collagen dressing, sterile, size more than 48 sq. in., each",20010101,20130101,,N
S,A6024,"Collagen dressing wound filler, sterile, per 6 inches",20010101,20090101,,N
S,A6025,"Gel sheet for dermal or epidermal application, (e.g., silicone, hydrogel, other), each",19970101,20070101,,N
S,A6154,"Wound pouch, each",19970101,20030101,,N
S,A6196,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size 16 sq. in. or less, each dressing",19970101,20090101,,N
S,A6197,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",19970101,20090101,,N
S,A6198,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 48 sq. in., each dressing",19970101,20090101,,N
S,A6199,"Alginate or other fiber gelling dressing, wound filler, sterile, per 6 inches",19970101,20090101,,N
S,A6203,"Composite dressing, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",19970101,20090101,,N
S,A6204,"Composite dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6205,"Composite dressing, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6206,"Contact layer, sterile, 16 sq. in. or less, each dressing",19970101,20090101,,N
S,A6207,"Contact layer, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",19970101,20090101,,N
S,A6208,"Contact layer, sterile, more than 48 sq. in., each dressing",19970101,20090101,,N
S,A6209,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",19970101,20090101,,N
S,A6210,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6211,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6212,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",19970101,20090101,,N
S,A6213,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6214,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6215,"Foam dressing, wound filler, sterile, per gram",19970101,20090101,,N
S,A6216,"Gauze, non-impregnated, non-sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",19970101,20030101,,N
S,A6217,"Gauze, non-impregnated, non-sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",19970101,20030101,,N
S,A6218,"Gauze, non-impregnated, non-sterile, pad size more than 48 sq. in., without adhesive border, each dressing",19970101,20030101,,N
S,A6219,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",19970101,20090101,,N
S,A6220,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6221,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6222,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",19970101,20090101,,N
S,A6223,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 16 sq. in., but less than or equal to 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6224,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6228,"Gauze, impregnated, water or normal saline, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",19970101,20090101,,N
S,A6229,"Gauze, impregnated, water or normal saline, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6230,"Gauze, impregnated, water or normal saline, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6231,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size 16 sq. in. or less, each dressing",20010101,20090101,,N
S,A6232,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size greater than 16 sq. in., but less than or equal to 48 sq. in., each dressing",20010101,20090101,,N
S,A6233,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size more than 48 sq. in., each dressing",20010101,20090101,,N
S,A6234,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",19970101,20090101,,N
S,A6235,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6236,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6237,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",19970101,20090101,,N
S,A6238,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6239,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6240,"Hydrocolloid dressing, wound filler, paste, sterile, per ounce",19970101,20090101,,N
S,A6241,"Hydrocolloid dressing, wound filler, dry form, sterile, per gram",19970101,20090101,,N
S,A6242,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",19970101,20090101,,N
S,A6243,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6244,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
S,A6245,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",19970101,20090101,,N
S,A6246,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6247,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",19970101,20090101,,N
S,A6248,"Hydrogel dressing, wound filler, gel, per fluid ounce",19970101,20110101,,N
S,A6250,"Skin sealants, protectants, moisturizers, ointments, any type, any size",19970101,20030101,,N
S,A6251,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",19970101,20090101,,N
S,A6252,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",19970101,20090101,,N
